,Date,Low,High,Close,Open,Med
0,2000-01-03,0.9974327377284862,1.0,0.9999999999999999,1.0000000000000002,1.0
1,2000-01-04,1.0,0.9854368932038835,0.9611478157972587,0.9627092101399629,0.9937540598610903
2,2000-01-05,0.9704251386321627,0.9781553398058251,0.9728823587417413,0.9388274444553196,0.9756158496976965
3,2000-01-06,0.9601560895461081,0.953883495145631,0.9353120993984815,0.9493001859645688,0.9581272173087494
4,2000-01-07,0.94927089751489,0.9381553398058251,0.9495118824573513,0.9143584222374473,0.9447359216509268
5,2000-01-10,0.990963236804272,0.9521359223300969,0.9574992604279656,0.9615346970735049,0.9722180582621296
6,2000-01-11,0.9634421852536454,0.9575728155339804,0.9290996943102258,0.9425467358324361,0.9616249437865387
7,2000-01-12,0.9197987266379133,0.9053398058252426,0.8939946750813529,0.9131839091709896,0.9135062209563785
8,2000-01-13,0.8896077223249126,0.9029126213592233,0.91371659599645,0.8727610844670647,0.8975665817218808
9,2000-01-14,0.9332511809406447,0.9545631067961164,0.9574992604279656,0.9003621415288244,0.9453854994253734
10,2000-01-18,0.9948654754569726,0.9794174757281553,0.9876737994280643,0.9455808945874523,0.9881576974966271
11,2000-01-19,0.9358184432121586,0.930873786407767,0.9057292180258357,0.9327591269452872,0.9344426123020038
12,2000-01-20,0.9344834668309714,0.9133009708737863,0.8958682575682871,0.8990897523734952,0.9247489132064157
13,2000-01-21,0.9075785582255083,0.8896116504854368,0.8736810965388028,0.8985024958402662,0.8994653475241092
14,2000-01-24,0.882522078455535,0.8744660194174756,0.8490286953949314,0.8671821474013898,0.8794783390795982
15,2000-01-25,0.8696857670979667,0.8567961165048543,0.8644117937087071,0.8397768425173731,0.8641383100984361
16,2000-01-26,0.8651673855001027,0.8532038834951456,0.8304900897347401,0.8538709993148673,0.8600909408884225
17,2000-01-27,0.8459642637091804,0.8307766990291261,0.8243762942510601,0.8289125966526377,0.8392045170639084
18,2000-01-28,0.8459642637091804,0.8216504854368931,0.8194458140222858,0.8115885289223843,0.8345075700794483
19,2000-01-31,0.8215239268843705,0.8016504854368931,0.8156986490484174,0.8066947244788099,0.812321990706041
20,2000-02-01,0.8504826453070444,0.8507766990291261,0.8656937185681884,0.8153078202995009,0.8516963973417278
21,2000-02-02,0.879338673238858,0.8574757281553398,0.8446898727936101,0.8538709993148673,0.8691850297306751
22,2000-02-03,0.8754364345861574,0.8599029126213591,0.8723991716793217,0.8501517079377509,0.8685354519562285
23,2000-02-04,0.9167180119120968,0.8968932038834951,0.9013903954245143,0.8727610844670647,0.9076600209863588
24,2000-02-07,0.9178476073115629,0.8859223300970873,0.9019820530519672,0.896642850151708,0.9025633338330086
25,2000-02-08,0.9403368248100226,0.9163106796116505,0.9347204417710285,0.8930214348634627,0.9291460550642083
26,2000-02-09,0.9139453686588621,0.910873786407767,0.87614633665319,0.9223842615249095,0.9135062209563785
27,2000-02-10,0.8998767714109672,0.8829126213592233,0.8958682575682871,0.8680630322012332,0.8922700244840853
28,2000-02-11,0.8651673855001027,0.866504854368932,0.8361108371955428,0.8776548889106391,0.8669364912806676
29,2000-02-14,0.8645512425549393,0.8362135922330096,0.8329553298491273,0.8420279925614172,0.8510468195672813
30,2000-02-15,0.8548983364140481,0.8192233009708737,0.8225027117641258,0.8275423314084369,0.8376055563883475
31,2000-02-16,0.8446292873279935,0.8210679611650484,0.8132334089340302,0.8226485269648625,0.8335581871783341
32,2000-02-17,0.8448346683097144,0.8162135922330096,0.8329553298491273,0.8153078202995009,0.8311597461649927
33,2000-02-18,0.8215239268843705,0.8198058252427184,0.7879893501627059,0.8299892336302241,0.8216659171538501
34,2000-02-22,0.800369685767098,0.7912621359223301,0.7756631495907701,0.7822257022609377,0.7966821565982112
35,2000-02-23,0.792667898952557,0.7779611650485436,0.7800019721920914,0.7663697758637564,0.7860890421226203
36,2000-02-24,0.7920517560073936,0.779126213592233,0.7849324524208657,0.7737104825291181,0.7863888472492879
37,2000-02-25,0.7766481823783117,0.767766990291262,0.7510107484468987,0.7780170304394636,0.7730475191125767
38,2000-02-28,0.7522078455535017,0.7427184466019418,0.7534759885612858,0.7345600469805227,0.7482636286413832
39,2000-02-29,0.7599096323680428,0.739126213592233,0.7318804851592545,0.7492414603112459,0.7501623944436117
40,2000-03-01,0.7606284658040665,0.7618446601941747,0.7460802682181245,0.7283938533816189,0.7622045670314296
41,2000-03-02,0.7830149928116656,0.7742718446601942,0.7713243269894487,0.7498287168444749,0.7794933293359316
42,2000-03-03,0.8112548777983158,0.808252427184466,0.7984419682477073,0.7786042869726926,0.8107230300304802
43,2000-03-06,0.772745943725611,0.7936893203883495,0.7442066857311902,0.7908387980816286,0.7844900814470595
44,2000-03-07,0.7914356130622303,0.7949514563106795,0.7663938467606745,0.7920133111480866,0.7942337480637586
45,2000-03-08,0.781782706921339,0.7822330097087378,0.7929198303914801,0.7694039346187727,0.7829910558137211
46,2000-03-09,0.8228589032655576,0.8192233009708737,0.8367024948229957,0.7840853479494959,0.8220156898016289
47,2000-03-10,0.8690696241528033,0.8434951456310679,0.8465634552805443,0.8256826857198787,0.8569929545795234
48,2000-03-13,0.848531525980694,0.8216504854368931,0.8169805739078986,0.8066947244788099,0.8357567581072303
